Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
896187.7,218846.9,1399629.8,509225.9,11580404,1485698.4,1122768.2,289952,559139.3,4231449.4,2409360.5,361105.6,309975.5,3470142.1,1494073.4,761612.3,689310.1,833001.2,1023241,261967.6,1644398.9,2256189.3,2083210.5,1493677.9,449627,1277575.5,203615.1,507690.9,681411.4,335376.1,2454034.7,389076.7,6779831.5,2279926.8,236370.6,2667895.6,809866.5,948264.1,3090445.6,236516,934661.3,209617.1,1445526.1,7238825.8,730574.3,132130.7,2127028.3,2257922.9,316179.1,1329054,156129
