Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
135767.2758,1723337.906,295232.9601,137733.0782,423971.003,269602.4191,14356.31457,6446.48511,176.99979,170312.5624,153910.1558,28313.77068,216442.8743,149996.6809,94327.4358,145746.5073,213099.1972,104656.3159,135658.4962,91633.8462,32131.41594,27334.75446,250488.2929,225163.3706,125438.3957,180540.4329,380832.1296,200330.5465,286380.3743,24213.81651,22592.48277,314916.8841,141296.9045,139390.6718,183107.113,116098.8917,181037.711,254800.6262,119279.3995,4001.53455,82931.4798,199729.6688,109152.5386,695660.954,219882.381,24905.34384,110786.8223,184661.107,62755.4577,169633.985,253334.6919
