,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
inverse gdp,5.22139E-06,1.84332E-05,3.43312E-06,8.86525E-06,4.1188E-07,3.13529E-06,4.11032E-06,1.5873E-05,8.35841E-06,1.13438E-06,1.97309E-06,1.29366E-05,1.52718E-05,1.33453E-06,3.12891E-06,5.86889E-06,6.50618E-06,5.43124E-06,4.37771E-06,1.79953E-05,2.77716E-06,2.10371E-06,2.21078E-06,3.08613E-06,9.87557E-06,3.58282E-06,2.25023E-05,8.88021E-06,7.13878E-06,1.35925E-05,1.86895E-06,1.1217E-05,7.12642E-07,2.07052E-06,1.88786E-05,1.71248E-06,5.18054E-06,5.04847E-06,1.45273E-06,1.89036E-05,5.05025E-06,2.17014E-05,3.22435E-06,6.17303E-07,6.75858E-06,3.4002E-05,2.17405E-06,2.17405E-06,1.42837E-05,3.4256E-06,2.61849E-05
