,Argentina,Australia,Brazil,Chile,China,Portugal,Zimbabwe,Canada,Cuba,Indonesia,Madagascar,Morocco,Papua New Guinea,Philippines,Russia,India,Mozambique,Norway,Sri Lanka,Ukraine,Vietnam,Gabon,Ghana,Malaysia,South Africa,Belgium,Germany,Japan,Netherlands,Hungary,Poland,Democratic Republic of the Congo,United States,South Korea,Ivory Coast,North Korea
inverse gdp,1.794E-06,8.287E-07,5.569E-07,4.011E-06,8.902E-08,4.844E-06,4.866E-05,6.545E-07,1.094E-05,1.073E-06,8.440E-05,9.679E-06,4.817E-05,3.138E-06,7.832E-07,4.358E-07,8.377E-05,2.711E-06,1.214E-05,1.071E-05,3.890E-06,7.131E-05,1.780E-05,3.319E-06,3.090E-06,2.101E-06,2.882E-07,1.999E-07,1.275E-06,7.774E-06,2.116E-06,2.693E-05,5.348E-08,6.666E-07,2.085E-05,3.509E-05
