,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Ivory Coast,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Comoros,Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Uganda,Ukraine,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
total supply,304723,4358791,1564746,114436299,71964,106748932,1215635,174857008,21243257,7224530,1218396,10029823,10687,49356989,3144989,-1381117,-122159,771253,39816226,26845545,64314,188953770,284650,37428099,-1556,1449461,24036846,-47495397,69430846,954703080,116591430,67078,233740449,527398433,112270204,105838,74470630,10721846,18904623,16796449,270705,8264327,35637103,3966760,4560357,36802430,252088,3155845,5396738,-20,10208623,-936767,29224024,6319902,36370757,103649875,67395717,443,19493686,75630486,15603381,20498026,93723,-6056513,2198601,3995993,34088830,2792750,4955426,7931687,67220409,-303712376,3568489,26361,2401810,62226,49115815,2011666,153797964,3460,25855412,4903280,6216451,-53958653,11716456,147683,5403,699413,17911,10011202,544951,-30392077,1061633,-126682855,5680,-10094,108,-390,78874,126251634,17636679,1160530,20681671,7968932,-2861,9787732,3881193,34135828,-10158347,-3,44359189,43211979,1625798,10390848,44962270,10753744,64887014,58585975,62729543,-2306708,63458357,1757429575,3413082,42755,196644,124265,105124,9,203761,22147952,-5181087,65549,15683135,11522081,170209,-4748017,32729178,32485473,58200689,10838144,157287,21204483,78962482,10615220,-2725,562201,28335846,7681421,2238671,2072875,890217,400106,17834470,18997,26609299,70940214,14086954,714966985,15252421,619990,112459387,7103335,227,15608469,810061
