,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
water provision,139830000,38966000,100390000,88413000,450600000,122370000,39007000,15575000,3628900,266560000,155500000,21847000,33814000,261810000,226820000,126990000,107300000,153350000,240590000,18640000,68971000,73019000,181620000,124230000,84486000,156310000,48426000,90872000,42738000,15239000,122930000,75547000,200080000,143470000,84195000,248850000,138180000,51022000,261310000,10834000,82980000,41464000,126010000,859020000,70281000,8207100,126910000,97941000,122780000,123500000,85702000
