,15050303,4060102,8090302,12090204,5080002,5080002,5060001,5060001,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
inverse gdp,1.12E-06,4.57E-06,7.15E-07,1.96E-06,8.64E-08,6.73E-07,8.91E-07,3.45E-06,1.79E-06,2.36E-07,4.15E-07,2.77E-06,3.23E-06,2.88E-07,6.69E-07,1.31E-06,1.45E-06,1.2E-06,9.77E-07,3.82E-06,6.08E-07,4.43E-07,4.8E-07,6.7E-07,2.22E-06,7.83E-07,4.91E-06,1.97E-06,1.47E-06,2.98E-06,4.08E-07,2.57E-06,1.48E-07,4.39E-07,4.23E-06,3.75E-07,1.24E-06,1.06E-06,3.24E-07,4.23E-06,1.07E-06,4.77E-06,6.92E-07,1.38E-07,1.37E-06,7.57E-06,4.7E-07,4.43E-07,3.16E-06,7.52E-07,6.41E-06
