,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
gdp,191520,54250,291280,112800,2427890,318950,243290,63000,119640,881540,506820,77300,65480,749330,319600,170390,153700,184120,228430,55570,360080,475350,452330,324030,101260,279110,44440,112610,140080,73570,535060,89150,1403230,482970,52970,583950,193030,198080,688360,52900,198010,46080,310140,1619950,147960,29410,459970,459970,70010,291920,38190
