,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
demand,138000000,39000000,104000000,97500000,453000000,125000000,42000000,14900000,3730000,267000000,151000000,22500000,34700000,267000000,236000000,137000000,107000000,147000000,246000000,17400000,70200000,72200000,191000000,127000000,85000000,163000000,48200000,96200000,44100000,15700000,120000000,74400000,204000000,143000000,94300000,249000000,139000000,52800000,267000000,12400000,84600000,42700000,119000000,906000000,71100000,8160000,127000000,97300000,116000000,129000000,89000000
