,name,location,type,final demand,SP name,SP amount,ES,local demand,local supply,County,State,Country,World,Watershed
process391,55095,,Unit process,,population,43349,carbon sequestration,,886894.1736,,Wisconsin,United States,World,
process392,55097,,Unit process,,population,70599,carbon sequestration,,612559.2203,,Wisconsin,United States,World,
process393,55099,,Unit process,,population,13490,carbon sequestration,,1647999.915,,Wisconsin,United States,World,
process394,55101,,Unit process,,population,195398,carbon sequestration,,192776.4546,,Wisconsin,United States,World,
process395,55103,,Unit process,,population,17539,carbon sequestration,,563843.7739,,Wisconsin,United States,World,
process396,55105,,Unit process,,population,161769,carbon sequestration,,362948.615,,Wisconsin,United States,World,
process397,55107,,Unit process,,population,14183,carbon sequestration,,1197893.574,,Wisconsin,United States,World,
process398,55109,,Unit process,,population,87917,carbon sequestration,,905499.2666,,Wisconsin,United States,World,
process399,55111,,Unit process,,population,63596,carbon sequestration,,829051.1163,,Wisconsin,United States,World,
process400,55113,,Unit process,,population,16370,carbon sequestration,,3016587.725,,Wisconsin,United States,World,
process401,55115,,Unit process,,population,41009,carbon sequestration,,1238619.677,,Wisconsin,United States,World,
process402,55117,,Unit process,,population,115205,carbon sequestration,,62130.86198,,Wisconsin,United States,World,
process403,55119,,Unit process,,population,20356,carbon sequestration,,1155210.323,,Wisconsin,United States,World,
process404,55121,,Unit process,,population,29438,carbon sequestration,,1110880.107,,Wisconsin,United States,World,
process405,55123,,Unit process,,population,30516,carbon sequestration,,1259981.507,,Wisconsin,United States,World,
process406,55127,,Unit process,,population,103013,carbon sequestration,,148012.0321,,Wisconsin,United States,World,
process407,55129,,Unit process,,population,15689,carbon sequestration,,956400.3516,,Wisconsin,United States,World,
process408,55131,,Unit process,,population,134535,carbon sequestration,,250658.0078,,Wisconsin,United States,World,
process409,55133,,Unit process,,population,398879,carbon sequestration,,170000.5655,,Wisconsin,United States,World,
process410,55135,,Unit process,,population,51444,carbon sequestration,,550992.4166,,Wisconsin,United States,World,
process411,55137,,Unit process,,population,24116,carbon sequestration,,211072.0487,,Wisconsin,United States,World,
process412,55139,,Unit process,,population,169926,carbon sequestration,,78649.28603,,Wisconsin,United States,World,
process413,55141,,Unit process,,population,73274,carbon sequestration,,1495513.458,,Wisconsin,United States,World,
