,name,location,type,final demand,SP name,SP amount,ES,local demand,local supply,County,State,Country,World,Watershed
process2397,47171,,Unit process,,population,17780,carbon sequestration,,93767.45397,,Tennessee,United States,World,
process2398,47173,,Unit process,,population,19293,carbon sequestration,,48793.03958,,Tennessee,United States,World,
process2399,47175,,Unit process,,population,5704,carbon sequestration,,82620.33764,,Tennessee,United States,World,
process2400,47177,,Unit process,,population,40454,carbon sequestration,,53301.83246,,Tennessee,United States,World,
process2401,47179,,Unit process,,population,127055,carbon sequestration,,55040.87342,,Tennessee,United States,World,
process2402,47181,,Unit process,,population,16649,carbon sequestration,,167697.1274,,Tennessee,United States,World,
process2403,47183,,Unit process,,population,33626,carbon sequestration,,115675.7376,,Tennessee,United States,World,
process2404,47185,,Unit process,,population,26580,carbon sequestration,,54636.76208,,Tennessee,United States,World,
process2405,47187,,Unit process,,population,218648,carbon sequestration,,41269.30363,,Tennessee,United States,World,
process2406,47189,,Unit process,,population,132663,carbon sequestration,,53724.10612,,Tennessee,United States,World,
process2407,48001,,Unit process,,population,57863,carbon sequestration,,998931.463,,Texas,United States,World,
process2408,48003,,Unit process,,population,17818,carbon sequestration,,208807.5108,,Texas,United States,World,
process2409,48005,,Unit process,,population,87607,carbon sequestration,,1006773.039,,Texas,United States,World,
process2410,48007,,Unit process,,population,24763,carbon sequestration,,306501.0385,,Texas,United States,World,
process2411,48009,,Unit process,,population,8789,carbon sequestration,,89490.23052,,Texas,United States,World,
process2412,48011,,Unit process,,population,1916,carbon sequestration,,112710.7409,,Texas,United States,World,
process2413,48013,,Unit process,,population,48828,carbon sequestration,,109732.1224,,Texas,United States,World,
process2414,48015,,Unit process,,population,29565,carbon sequestration,,34326.76152,,Texas,United States,World,
process2415,48017,,Unit process,,population,7092,carbon sequestration,,165914.9509,,Texas,United States,World,
process2416,48019,,Unit process,,population,21763,carbon sequestration,,143128.0657,,Texas,United States,World,
process2417,48021,,Unit process,,population,82577,carbon sequestration,,95492.8732,,Texas,United States,World,
process2418,48023,,Unit process,,population,3591,carbon sequestration,,188574.7001,,Texas,United States,World,
process2419,48025,,Unit process,,population,32691,carbon sequestration,,107788.7555,,Texas,United States,World,
process2420,48027,,Unit process,,population,342236,carbon sequestration,,107516.3209,,Texas,United States,World,
process2421,48029,,Unit process,,population,1925865,carbon sequestration,,168555.2964,,Texas,United States,World,
process2422,48031,,Unit process,,population,11279,carbon sequestration,,184792.3995,,Texas,United States,World,
process2423,48033,,Unit process,,population,665,carbon sequestration,,89490.23052,,Texas,United States,World,
process2424,48035,,Unit process,,population,18122,carbon sequestration,,195644.3783,,Texas,United States,World,
process2425,48037,,Unit process,,population,93858,carbon sequestration,,884994.7663,,Texas,United States,World,
process2426,48039,,Unit process,,population,353999,carbon sequestration,,119199.2253,,Texas,United States,World,
process2427,48041,,Unit process,,population,219193,carbon sequestration,,79850.58572,,Texas,United States,World,
process2428,48043,,Unit process,,population,9216,carbon sequestration,,72898.96245,,Texas,United States,World,
process2429,48045,,Unit process,,population,1546,carbon sequestration,,146919.4474,,Texas,United States,World,
process2430,48047,,Unit process,,population,7180,carbon sequestration,,76045.58226,,Texas,United States,World,
process2431,48049,,Unit process,,population,37834,carbon sequestration,,110199.8018,,Texas,United States,World,
process2432,48051,,Unit process,,population,17863,carbon sequestration,,68290.27688,,Texas,United States,World,
process2433,48053,,Unit process,,population,45750,carbon sequestration,,224563.3127,,Texas,United States,World,
process2434,48055,,Unit process,,population,41401,carbon sequestration,,55576.6615,,Texas,United States,World,
process2435,48057,,Unit process,,population,21807,carbon sequestration,,38022.79113,,Texas,United States,World,
process2436,48059,,Unit process,,population,13770,carbon sequestration,,261237.5525,,Texas,United States,World,
process2437,48061,,Unit process,,population,421750,carbon sequestration,,9507.96807,,Texas,United States,World,
process2438,48063,,Unit process,,population,12813,carbon sequestration,,151657.8587,,Texas,United States,World,
process2439,48067,,Unit process,,population,30087,carbon sequestration,,1278567.433,,Texas,United States,World,
process2440,48071,,Unit process,,population,40292,carbon sequestration,,177672.7749,,Texas,United States,World,
process2441,48073,,Unit process,,population,51903,carbon sequestration,,1074354.986,,Texas,United States,World,
process2442,48075,,Unit process,,population,7226,carbon sequestration,,283564.2255,,Texas,United States,World,
process2443,48077,,Unit process,,population,10387,carbon sequestration,,100973.3495,,Texas,United States,World,
process2444,48079,,Unit process,,population,2904,carbon sequestration,,335910.7454,,Texas,United States,World,
process2445,48081,,Unit process,,population,3275,carbon sequestration,,79596.31341,,Texas,United States,World,
process2446,48083,,Unit process,,population,8391,carbon sequestration,,206460.0326,,Texas,United States,World,
process2447,48085,,Unit process,,population,944350,carbon sequestration,,23651.86518,,Texas,United States,World,
process2448,48087,,Unit process,,population,2996,carbon sequestration,,7455.627303,,Texas,United States,World,
process2449,48089,,Unit process,,population,21022,carbon sequestration,,58518.95534,,Texas,United States,World,
process2450,48091,,Unit process,,population,135097,carbon sequestration,,76072.82572,,Texas,United States,World,
process2451,48093,,Unit process,,population,13495,carbon sequestration,,189105.9476,,Texas,United States,World,
process2452,48095,,Unit process,,population,4233,carbon sequestration,,135236.543,,Texas,United States,World,
process2453,48097,,Unit process,,population,39571,carbon sequestration,,71132.67803,,Texas,United States,World,
process2454,48099,,Unit process,,population,75389,carbon sequestration,,66387.77515,,Texas,United States,World,
process2455,48101,,Unit process,,population,1623,carbon sequestration,,423305.003,,Texas,United States,World,
process2456,48103,,Unit process,,population,4839,carbon sequestration,,98230.84109,,Texas,United States,World,
process2457,48105,,Unit process,,population,3633,carbon sequestration,,720539.6109,,Texas,United States,World,
process2458,48107,,Unit process,,population,5861,carbon sequestration,,80726.91706,,Texas,United States,World,
process2459,48109,,Unit process,,population,2241,carbon sequestration,,33436.80844,,Texas,United States,World,
process2460,48113,,Unit process,,population,2586552,carbon sequestration,,51499.22343,,Texas,United States,World,
process2461,48115,,Unit process,,population,12964,carbon sequestration,,227619.121,,Texas,United States,World,
process2462,48117,,Unit process,,population,18899,carbon sequestration,,196978.1728,,Texas,United States,World,
process2463,48119,,Unit process,,population,5215,carbon sequestration,,50591.10804,,Texas,United States,World,
process2464,48121,,Unit process,,population,807047,carbon sequestration,,38222.57651,,Texas,United States,World,
process2465,48123,,Unit process,,population,20435,carbon sequestration,,64948.41226,,Texas,United States,World,
process2466,48125,,Unit process,,population,2216,carbon sequestration,,82030.06264,,Texas,United States,World,
process2467,48127,,Unit process,,population,10663,carbon sequestration,,107130.3719,,Texas,United States,World,
process2468,48129,,Unit process,,population,3387,carbon sequestration,,59658.64015,,Texas,United States,World,
process2469,48131,,Unit process,,population,11355,carbon sequestration,,180519.7166,,Texas,United States,World,
process2470,48133,,Unit process,,population,18270,carbon sequestration,,33809.13575,,Texas,United States,World,
process2471,48135,,Unit process,,population,158342,carbon sequestration,,121587.5688,,Texas,United States,World,
process2472,48137,,Unit process,,population,2055,carbon sequestration,,516150.0814,,Texas,United States,World,
process2473,48139,,Unit process,,population,168838,carbon sequestration,,27089.0819,,Texas,United States,World,
process2474,48141,,Unit process,,population,837654,carbon sequestration,,26980.10806,,Texas,United States,World,
process2475,48143,,Unit process,,population,41482,carbon sequestration,,71223.48957,,Texas,United States,World,
process2476,48145,,Unit process,,population,17299,carbon sequestration,,34326.76152,,Texas,United States,World,
process2477,48147,,Unit process,,population,34175,carbon sequestration,,45151.49689,,Texas,United States,World,
process2478,48149,,Unit process,,population,25066,carbon sequestration,,68662.60418,,Texas,United States,World,
process2479,48151,,Unit process,,population,3883,carbon sequestration,,89490.23052,,Texas,United States,World,
process2480,48153,,Unit process,,population,5872,carbon sequestration,,263722.3832,,Texas,United States,World,
process2481,48155,,Unit process,,population,1408,carbon sequestration,,59658.64015,,Texas,United States,World,
process2482,48157,,Unit process,,population,739342,carbon sequestration,,16518.61883,,Texas,United States,World,
process2483,48159,,Unit process,,population,10679,carbon sequestration,,47444.48824,,Texas,United States,World,
process2484,48161,,Unit process,,population,19709,carbon sequestration,,51485.6017,,Texas,United States,World,
process2485,48163,,Unit process,,population,19394,carbon sequestration,,213166.4647,,Texas,United States,World,
process2486,48165,,Unit process,,population,20321,carbon sequestration,,24437.38498,,Texas,United States,World,
process2487,48167,,Unit process,,population,327089,carbon sequestration,,233272.1393,,Texas,United States,World,
process2488,48169,,Unit process,,population,6288,carbon sequestration,,29831.59036,,Texas,United States,World,
process2489,48171,,Unit process,,population,26208,carbon sequestration,,169622.332,,Texas,United States,World,
process2490,48173,,Unit process,,population,1430,carbon sequestration,,59658.64015,,Texas,United States,World,
process2491,48175,,Unit process,,population,7531,carbon sequestration,,62323.9588,,Texas,United States,World,
process2492,48177,,Unit process,,population,20667,carbon sequestration,,155632.8145,,Texas,United States,World,
process2493,48179,,Unit process,,population,22685,carbon sequestration,,86899.83138,,Texas,United States,World,
process2494,48181,,Unit process,,population,128560,carbon sequestration,,72821.77264,,Texas,United States,World,
process2495,48183,,Unit process,,population,123494,carbon sequestration,,172210.4608,,Texas,United States,World,
process2496,48185,,Unit process,,population,27630,carbon sequestration,,525821.5102,,Texas,United States,World,
process2497,48187,,Unit process,,population,155137,carbon sequestration,,235873.2336,,Texas,United States,World,
process2498,48189,,Unit process,,population,34113,carbon sequestration,,62918.77438,,Texas,United States,World,
process2499,48191,,Unit process,,population,3074,carbon sequestration,,89490.23052,,Texas,United States,World,
process2500,48193,,Unit process,,population,8269,carbon sequestration,,122232.3307,,Texas,United States,World,
process2501,48197,,Unit process,,population,3952,carbon sequestration,,79369.28456,,Texas,United States,World,
process2502,48199,,Unit process,,population,56379,carbon sequestration,,1394742.634,,Texas,United States,World,
process2503,48201,,Unit process,,population,4602523,carbon sequestration,,606403.1288,,Texas,United States,World,
process2504,48203,,Unit process,,population,66645,carbon sequestration,,1243977.318,,Texas,United States,World,
process2505,48205,,Unit process,,population,5767,carbon sequestration,,179911.2793,,Texas,United States,World,
process2506,48207,,Unit process,,population,5809,carbon sequestration,,507487.2991,,Texas,United States,World,
process2507,48209,,Unit process,,population,204150,carbon sequestration,,100764.483,,Texas,United States,World,
process2508,48211,,Unit process,,population,4061,carbon sequestration,,7455.627303,,Texas,United States,World,
process2509,48213,,Unit process,,population,80460,carbon sequestration,,657548.1872,,Texas,United States,World,
process2510,48215,,Unit process,,population,849389,carbon sequestration,,114068.3734,,Texas,United States,World,
process2511,48217,,Unit process,,population,35399,carbon sequestration,,8064.06461,,Texas,United States,World,
process2512,48219,,Unit process,,population,23162,carbon sequestration,,59658.64015,,Texas,United States,World,
process2513,48221,,Unit process,,population,56901,carbon sequestration,,33809.13575,,Texas,United States,World,
process2514,48223,,Unit process,,population,36240,carbon sequestration,,38549.49805,,Texas,United States,World,
process2515,48225,,Unit process,,population,22955,carbon sequestration,,1029752.899,,Texas,United States,World,
process2516,48227,,Unit process,,population,36667,carbon sequestration,,54450.59842,,Texas,United States,World,
process2517,48229,,Unit process,,population,4098,carbon sequestration,,70170.07572,,Texas,United States,World,
process2518,48231,,Unit process,,population,92152,carbon sequestration,,100923.4032,,Texas,United States,World,
process2519,48233,,Unit process,,population,21571,carbon sequestration,,11337.82057,,Texas,United States,World,
process2520,48235,,Unit process,,population,1524,carbon sequestration,,208807.5108,,Texas,United States,World,
process2521,48237,,Unit process,,population,8842,carbon sequestration,,255339.3431,,Texas,United States,World,
process2522,48239,,Unit process,,population,14820,carbon sequestration,,67572.86572,,Texas,United States,World,
process2523,48241,,Unit process,,population,35504,carbon sequestration,,1238914.575,,Texas,United States,World,
process2524,48243,,Unit process,,population,2234,carbon sequestration,,110204.3424,,Texas,United States,World,
process2525,48245,,Unit process,,population,255210,carbon sequestration,,200175.8741,,Texas,United States,World,
process2526,48247,,Unit process,,population,5282,carbon sequestration,,111661.8676,,Texas,United States,World,
process2527,48249,,Unit process,,population,41192,carbon sequestration,,645298.3492,,Texas,United States,World,
process2528,48251,,Unit process,,population,163475,carbon sequestration,,32260.79902,,Texas,United States,World,
process2529,48253,,Unit process,,population,19891,carbon sequestration,,29831.59036,,Texas,United States,World,
process2530,48255,,Unit process,,population,15387,carbon sequestration,,38022.79113,,Texas,United States,World,
process2531,48257,,Unit process,,population,118910,carbon sequestration,,28342.28113,,Texas,United States,World,
process2532,48259,,Unit process,,population,41982,carbon sequestration,,103230.0163,,Texas,United States,World,
process2533,48261,,Unit process,,population,595,carbon sequestration,,1389290.962,,Texas,United States,World,
process2534,48263,,Unit process,,population,749,carbon sequestration,,59658.64015,,Texas,United States,World,
process2535,48265,,Unit process,,population,51365,carbon sequestration,,159692.0903,,Texas,United States,World,
process2536,48267,,Unit process,,population,4408,carbon sequestration,,376654.4772,,Texas,United States,World,
process2537,48271,,Unit process,,population,3675,carbon sequestration,,186912.8489,,Texas,United States,World,
process2538,48273,,Unit process,,population,31425,carbon sequestration,,787698.3618,,Texas,United States,World,
process2539,48275,,Unit process,,population,3733,carbon sequestration,,29831.59036,,Texas,United States,World,
process2540,48277,,Unit process,,population,49532,carbon sequestration,,58532.57708,,Texas,United States,World,
process2541,48279,,Unit process,,population,13262,carbon sequestration,,194740.8035,,Texas,United States,World,
process2542,48281,,Unit process,,population,20640,carbon sequestration,,145493.7062,,Texas,United States,World,
process2543,48283,,Unit process,,population,7409,carbon sequestration,,264061.7914,,Texas,United States,World,
process2544,48285,,Unit process,,population,19941,carbon sequestration,,99247.93032,,Texas,United States,World,
process2545,48287,,Unit process,,population,16952,carbon sequestration,,84899.70725,,Texas,United States,World,
process2546,48289,,Unit process,,population,17098,carbon sequestration,,460396.3374,,Texas,United States,World,
process2547,48291,,Unit process,,population,81862,carbon sequestration,,1135121.527,,Texas,United States,World,
process2548,48293,,Unit process,,population,23515,carbon sequestration,,105781.8205,,Texas,United States,World,
process2549,48297,,Unit process,,population,12123,carbon sequestration,,178916.893,,Texas,United States,World,
process2550,48299,,Unit process,,population,20640,carbon sequestration,,269242.5896,,Texas,United States,World,
process2551,48301,,Unit process,,population,102,carbon sequestration,,92786.68936,,Texas,United States,World,
process2552,48305,,Unit process,,population,5808,carbon sequestration,,59658.64015,,Texas,United States,World,
process2553,48307,,Unit process,,population,8098,carbon sequestration,,188597.4029,,Texas,United States,World,
process2554,48309,,Unit process,,population,248429,carbon sequestration,,53415.34689,,Texas,United States,World,
process2555,48311,,Unit process,,population,662,carbon sequestration,,89839.85494,,Texas,United States,World,
process2556,48313,,Unit process,,population,14128,carbon sequestration,,338062.5887,,Texas,United States,World,
process2557,48315,,Unit process,,population,10083,carbon sequestration,,850749.7352,,Texas,United States,World,
process2558,48317,,Unit process,,population,5614,carbon sequestration,,59658.64015,,Texas,United States,World,
process2559,48319,,Unit process,,population,4161,carbon sequestration,,274078.304,,Texas,United States,World,
process2560,48321,,Unit process,,population,36743,carbon sequestration,,39380.42363,,Texas,United States,World,
process2561,48323,,Unit process,,population,57970,carbon sequestration,,218633.3193,,Texas,United States,World,
process2562,48325,,Unit process,,population,49334,carbon sequestration,,270173.4079,,Texas,United States,World,
process2563,48327,,Unit process,,population,2123,carbon sequestration,,197574.1235,,Texas,United States,World,
process2564,48329,,Unit process,,population,164194,carbon sequestration,,59658.64015,,Texas,United States,World,
process2565,48331,,Unit process,,population,24664,carbon sequestration,,68676.22592,,Texas,United States,World,
process2566,48333,,Unit process,,population,4902,carbon sequestration,,101427.4072,,Texas,United States,World,
process2567,48335,,Unit process,,population,8558,carbon sequestration,,89490.23052,,Texas,United States,World,
process2568,48337,,Unit process,,population,19409,carbon sequestration,,34340.38325,,Texas,United States,World,
process2569,48339,,Unit process,,population,554445,carbon sequestration,,1283053.523,,Texas,United States,World,
process2570,48341,,Unit process,,population,21801,carbon sequestration,,129179.4134,,Texas,United States,World,
process2571,48343,,Unit process,,population,12424,carbon sequestration,,265478.4514,,Texas,United States,World,
process2572,48345,,Unit process,,population,1156,carbon sequestration,,114109.2386,,Texas,United States,World,
process2573,48347,,Unit process,,population,65558,carbon sequestration,,1103687.113,,Texas,United States,World,
process2574,48349,,Unit process,,population,48583,carbon sequestration,,136898.3941,,Texas,United States,World,
process2575,48351,,Unit process,,population,14057,carbon sequestration,,1708578.23,,Texas,United States,World,
process2576,48353,,Unit process,,population,14966,carbon sequestration,,128911.5193,,Texas,United States,World,
process2577,48355,,Unit process,,population,360486,carbon sequestration,,113963.9401,,Texas,United States,World,
process2578,48357,,Unit process,,population,10348,carbon sequestration,,64190.13592,,Texas,United States,World,
process2579,48359,,Unit process,,population,2090,carbon sequestration,,89490.23052,,Texas,United States,World,
process2580,48361,,Unit process,,population,84047,carbon sequestration,,325822.7186,,Texas,United States,World,
process2581,48363,,Unit process,,population,28317,carbon sequestration,,307115.5417,,Texas,United States,World,
process2582,48365,,Unit process,,population,23440,carbon sequestration,,1103605.383,,Texas,United States,World,
process2583,48367,,Unit process,,population,129802,carbon sequestration,,47131.18843,,Texas,United States,World,
process2584,48371,,Unit process,,population,15797,carbon sequestration,,398481.0305,,Texas,United States,World,
process2585,48373,,Unit process,,population,47837,carbon sequestration,,1569754.631,,Texas,United States,World,
process2586,48375,,Unit process,,population,120899,carbon sequestration,,79709.82783,,Texas,United States,World,
process2587,48377,,Unit process,,population,7123,carbon sequestration,,8359.20211,,Texas,United States,World,
process2588,48379,,Unit process,,population,11473,carbon sequestration,,224694.9895,,Texas,United States,World,
process2589,48381,,Unit process,,population,132475,carbon sequestration,,86995.1835,,Texas,United States,World,
process2590,48383,,Unit process,,population,3752,carbon sequestration,,149062.5997,,Texas,United States,World,
process2591,48385,,Unit process,,population,3389,carbon sequestration,,162516.3291,,Texas,United States,World,
process2592,48387,,Unit process,,population,12275,carbon sequestration,,833227.6489,,Texas,United States,World,
process2593,48389,,Unit process,,population,15125,carbon sequestration,,33436.80844,,Texas,United States,World,
process2594,48391,,Unit process,,population,7236,carbon sequestration,,38022.79113,,Texas,United States,World,
process2595,48393,,Unit process,,population,885,carbon sequestration,,30698.84056,,Texas,United States,World,
process2596,48395,,Unit process,,population,16890,carbon sequestration,,398714.551,,Texas,United States,World,
process2597,48397,,Unit process,,population,93642,carbon sequestration,,124484.4568,,Texas,United States,World,
process2598,48399,,Unit process,,population,10310,carbon sequestration,,34154.21959,,Texas,United States,World,
process2599,48401,,Unit process,,population,53595,carbon sequestration,,800485.5487,,Texas,United States,World,
process2600,48403,,Unit process,,population,10458,carbon sequestration,,699158.0341,,Texas,United States,World,
process2601,48405,,Unit process,,population,8327,carbon sequestration,,626445.2353,,Texas,United States,World,
process2602,48407,,Unit process,,population,27819,carbon sequestration,,663814.1834,,Texas,United States,World,
process2603,48409,,Unit process,,population,67046,carbon sequestration,,38022.79113,,Texas,United States,World,
process2604,48411,,Unit process,,population,5962,carbon sequestration,,181936.3766,,Texas,United States,World,
process2605,48413,,Unit process,,population,3061,carbon sequestration,,154860.9164,,Texas,United States,World,
process2606,48415,,Unit process,,population,17239,carbon sequestration,,497133.5067,,Texas,United States,World,
process2607,48417,,Unit process,,population,3311,carbon sequestration,,149148.8707,,Texas,United States,World,
process2608,48419,,Unit process,,population,25478,carbon sequestration,,615175.5234,,Texas,United States,World,
process2609,48423,,Unit process,,population,225015,carbon sequestration,,676450.609,,Texas,United States,World,
process2610,48425,,Unit process,,population,8743,carbon sequestration,,62319.41823,,Texas,United States,World,
process2611,48427,,Unit process,,population,63894,carbon sequestration,,133020.7414,,Texas,United States,World,
process2612,48429,,Unit process,,population,9372,carbon sequestration,,170848.2878,,Texas,United States,World,
process2613,48431,,Unit process,,population,1141,carbon sequestration,,111861.653,,Texas,United States,World,
process2614,48433,,Unit process,,population,1385,carbon sequestration,,138505.7584,,Texas,United States,World,
process2615,48435,,Unit process,,population,3865,carbon sequestration,,349111.3376,,Texas,United States,World,
process2616,48437,,Unit process,,population,7484,carbon sequestration,,59472.4765,,Texas,United States,World,
process2617,48439,,Unit process,,population,2019977,carbon sequestration,,41400.98036,,Texas,United States,World,
process2618,48441,,Unit process,,population,136348,carbon sequestration,,152967.4959,,Texas,United States,World,
process2619,48443,,Unit process,,population,862,carbon sequestration,,241658.5848,,Texas,United States,World,
process2620,48445,,Unit process,,population,12615,carbon sequestration,,245243.9556,,Texas,United States,World,
process2621,48447,,Unit process,,population,1567,carbon sequestration,,141693.2434,,Texas,United States,World,
process2622,48449,,Unit process,,population,32730,carbon sequestration,,159487.7643,,Texas,United States,World,
process2623,48451,,Unit process,,population,117466,carbon sequestration,,178980.461,,Texas,United States,World,
process2624,48453,,Unit process,,population,1203166,carbon sequestration,,60516.80919,,Texas,United States,World,
process2625,48455,,Unit process,,population,14569,carbon sequestration,,836805.6235,,Texas,United States,World,
process2626,48457,,Unit process,,population,21496,carbon sequestration,,1500447.265,,Texas,United States,World,
process2627,48459,,Unit process,,population,40769,carbon sequestration,,425588.2747,,Texas,United States,World,
process2628,48461,,Unit process,,population,3634,carbon sequestration,,269033.7231,,Texas,United States,World,
process2629,48463,,Unit process,,population,27009,carbon sequestration,,275576.6944,,Texas,United States,World,
process2630,48465,,Unit process,,population,49027,carbon sequestration,,420021.5274,,Texas,United States,World,
process2631,48467,,Unit process,,population,54368,carbon sequestration,,520645.2525,,Texas,United States,World,
process2632,48469,,Unit process,,population,91970,carbon sequestration,,116556.6095,,Texas,United States,World,
process2633,48471,,Unit process,,population,71539,carbon sequestration,,873824.9471,,Texas,United States,World,
process2634,48473,,Unit process,,population,49987,carbon sequestration,,140104.0414,,Texas,United States,World,
process2635,48475,,Unit process,,population,11586,carbon sequestration,,145797.9249,,Texas,United States,World,
process2636,48477,,Unit process,,population,34796,carbon sequestration,,62578.23111,,Texas,United States,World,
process2637,48479,,Unit process,,population,272053,carbon sequestration,,405736.8724,,Texas,United States,World,
process2638,48481,,Unit process,,population,41551,carbon sequestration,,28519.36363,,Texas,United States,World,
process2639,48483,,Unit process,,population,5482,carbon sequestration,,29831.59036,,Texas,United States,World,
process2640,48485,,Unit process,,population,131818,carbon sequestration,,82030.06264,,Texas,United States,World,
process2641,48487,,Unit process,,population,12906,carbon sequestration,,89490.23052,,Texas,United States,World,
process2642,48489,,Unit process,,population,21754,carbon sequestration,,27161.73114,,Texas,United States,World,
process2643,48491,,Unit process,,population,527057,carbon sequestration,,8904.07134,,Texas,United States,World,
process2644,48493,,Unit process,,population,48198,carbon sequestration,,89839.85494,,Texas,United States,World,
process2645,48495,,Unit process,,population,7802,carbon sequestration,,66873.61688,,Texas,United States,World,
process2646,48497,,Unit process,,population,64639,carbon sequestration,,32260.79902,,Texas,United States,World,
process2647,48499,,Unit process,,population,43815,carbon sequestration,,653112.0436,,Texas,United States,World,
process2648,48501,,Unit process,,population,8571,carbon sequestration,,223363.4653,,Texas,United States,World,
process2649,48503,,Unit process,,population,18114,carbon sequestration,,140717.0193,,Texas,United States,World,
process2650,48505,,Unit process,,population,14369,carbon sequestration,,114068.3734,,Texas,United States,World,
process2651,48507,,Unit process,,population,12131,carbon sequestration,,156949.5818,,Texas,United States,World,
process2652,49001,,Unit process,,population,6443,carbon sequestration,,750716.2851,,Utah,United States,World,
process2653,49003,,Unit process,,population,53001,carbon sequestration,,189755.2501,,Utah,United States,World,
process2654,49005,,Unit process,,population,122336,carbon sequestration,,309117.9361,,Utah,United States,World,
process2655,49007,,Unit process,,population,20356,carbon sequestration,,571826.6356,,Utah,United States,World,
process2656,49009,,Unit process,,population,612,carbon sequestration,,375255.9796,,Utah,United States,World,
process2657,49011,,Unit process,,population,340621,carbon sequestration,,268777.1805,,Utah,United States,World,
process2658,49013,,Unit process,,population,20219,carbon sequestration,,1770784.134,,Utah,United States,World,
process2659,49015,,Unit process,,population,10248,carbon sequestration,,485056.2106,,Utah,United States,World,
process2660,49017,,Unit process,,population,5017,carbon sequestration,,1747404.703,,Utah,United States,World,
process2661,49019,,Unit process,,population,9616,carbon sequestration,,1222273.361,,Utah,United States,World,
process2662,49021,,Unit process,,population,49691,carbon sequestration,,922086.7392,,Utah,United States,World,
process2663,49023,,Unit process,,population,10948,carbon sequestration,,531510.8531,,Utah,United States,World,
process2664,49025,,Unit process,,population,7350,carbon sequestration,,1501232.785,,Utah,United States,World,
process2665,49027,,Unit process,,population,12733,carbon sequestration,,855326.6367,,Utah,United States,World,
process2666,49029,,Unit process,,population,11391,carbon sequestration,,148817.4086,,Utah,United States,World,
process2667,49031,,Unit process,,population,1904,carbon sequestration,,157626.1278,,Utah,United States,World,
process2668,49033,,Unit process,,population,2350,carbon sequestration,,77212.51052,,Utah,United States,World,
process2669,49035,,Unit process,,population,1120805,carbon sequestration,,267839.5514,,Utah,United States,World,
process2670,49037,,Unit process,,population,15281,carbon sequestration,,2151788.484,,Utah,United States,World,
process2671,49039,,Unit process,,population,29366,carbon sequestration,,727082.5822,,Utah,United States,World,
process2672,49041,,Unit process,,population,21118,carbon sequestration,,1037667.125,,Utah,United States,World,
process2673,49043,,Unit process,,population,40511,carbon sequestration,,574060.5994,,Utah,United States,World,
process2674,49045,,Unit process,,population,65185,carbon sequestration,,553101.2964,,Utah,United States,World,
process2675,49047,,Unit process,,population,36323,carbon sequestration,,1821479.675,,Utah,United States,World,
process2676,49049,,Unit process,,population,590440,carbon sequestration,,865211.4727,,Utah,United States,World,
process2677,49051,,Unit process,,population,30523,carbon sequestration,,493951.2008,,Utah,United States,World,
process2678,49053,,Unit process,,population,160537,carbon sequestration,,1243187.258,,Utah,United States,World,
process2679,49055,,Unit process,,population,2694,carbon sequestration,,375832.6328,,Utah,United States,World,
process2680,49057,,Unit process,,population,247731,carbon sequestration,,78942.47033,,Utah,United States,World,
process2681,50001,,Unit process,,population,36939,carbon sequestration,,555416.9906,,Vermont,United States,World,
process2682,50003,,Unit process,,population,35920,carbon sequestration,,554608.7679,,Vermont,United States,World,
process2683,50005,,Unit process,,population,30425,carbon sequestration,,895528.9048,,Vermont,United States,World,
process2684,50007,,Unit process,,population,162052,carbon sequestration,,289266.5338,,Vermont,United States,World,
process2685,50009,,Unit process,,population,6208,carbon sequestration,,744250.5035,,Vermont,United States,World,
process2686,50011,,Unit process,,population,49025,carbon sequestration,,669844.0695,,Vermont,United States,World,
process2687,50013,,Unit process,,population,6965,carbon sequestration,,23302.24075,,Vermont,United States,World,
process2688,50015,,Unit process,,population,25268,carbon sequestration,,519610.001,,Vermont,United States,World,
process2689,50017,,Unit process,,population,28937,carbon sequestration,,772211.3762,,Vermont,United States,World,
process2690,50019,,Unit process,,population,26911,carbon sequestration,,502896.1374,,Vermont,United States,World,
process2691,50021,,Unit process,,population,59273,carbon sequestration,,678053.4326,,Vermont,United States,World,
process2692,50023,,Unit process,,population,58477,carbon sequestration,,464183.1785,,Vermont,United States,World,
process2693,50025,,Unit process,,population,43150,carbon sequestration,,1004375.615,,Vermont,United States,World,
process2694,50027,,Unit process,,population,55427,carbon sequestration,,961544.3526,,Vermont,United States,World,
process2695,51001,,Unit process,,population,32742,carbon sequestration,,104297.0519,,Virginia,United States,World,
process2696,51003,,Unit process,,population,106355,carbon sequestration,,658024.9478,,Virginia,United States,World,
process2697,51005,,Unit process,,population,15286,carbon sequestration,,500852.8777,,Virginia,United States,World,
process2698,51007,,Unit process,,population,12854,carbon sequestration,,376354.7992,,Virginia,United States,World,
process2699,51009,,Unit process,,population,31882,carbon sequestration,,348185.06,,Virginia,United States,World,
process2700,51011,,Unit process,,population,15577,carbon sequestration,,240169.2756,,Virginia,United States,World,
process2701,51015,,Unit process,,population,74701,carbon sequestration,,731654.9432,,Virginia,United States,World,
process2702,51017,,Unit process,,population,4393,carbon sequestration,,628656.4963,,Virginia,United States,World,
process2703,51019,,Unit process,,population,77908,carbon sequestration,,471929.4028,,Virginia,United States,World,
process2704,51021,,Unit process,,population,6447,carbon sequestration,,293834.3542,,Virginia,United States,World,
process2705,51023,,Unit process,,population,33222,carbon sequestration,,441371.3201,,Virginia,United States,World,
