,name,location,type,final demand,SP name,SP amount,ES,local demand,local supply,County,State,Country,World,Watershed
process711,18141,,Unit process,,population,266785,carbon sequestration,,220349.6574,,Indiana,United States,World,
process712,18143,,Unit process,,population,24044,carbon sequestration,,301153.7642,,Indiana,United States,World,
process713,18145,,Unit process,,population,44435,carbon sequestration,,18262.20037,,Indiana,United States,World,
process714,18147,,Unit process,,population,20948,carbon sequestration,,176619.361,,Indiana,United States,World,
process715,18149,,Unit process,,population,23310,carbon sequestration,,109296.227,,Indiana,United States,World,
process716,18151,,Unit process,,population,34116,carbon sequestration,,201860.4281,,Indiana,United States,World,
process717,18153,,Unit process,,population,21379,carbon sequestration,,441362.2389,,Indiana,United States,World,
process718,18155,,Unit process,,population,10509,carbon sequestration,,198218.8854,,Indiana,United States,World,
process719,18157,,Unit process,,population,173317,carbon sequestration,,436758.0939,,Indiana,United States,World,
process720,18159,,Unit process,,population,15917,carbon sequestration,,163052.1172,,Indiana,United States,World,
process721,18161,,Unit process,,population,7449,carbon sequestration,,296772.1075,,Indiana,United States,World,
process722,18163,,Unit process,,population,179610,carbon sequestration,,149907.147,,Indiana,United States,World,
process723,18165,,Unit process,,population,16224,carbon sequestration,,157607.9655,,Indiana,United States,World,
process724,18167,,Unit process,,population,107805,carbon sequestration,,465554.4328,,Indiana,United States,World,
process725,18169,,Unit process,,population,32804,carbon sequestration,,249173.2396,,Indiana,United States,World,
process726,18171,,Unit process,,population,8490,carbon sequestration,,47812.27497,,Indiana,United States,World,
process727,18173,,Unit process,,population,59643,carbon sequestration,,711467.5382,,Indiana,United States,World,
process728,18175,,Unit process,,population,28162,carbon sequestration,,554636.0114,,Indiana,United States,World,
process729,18177,,Unit process,,population,68797,carbon sequestration,,120216.3145,,Indiana,United States,World,
process730,18179,,Unit process,,population,27677,carbon sequestration,,103566.019,,Indiana,United States,World,
process731,18181,,Unit process,,population,24612,carbon sequestration,,1462.065768,,Indiana,United States,World,
process732,18183,,Unit process,,population,33234,carbon sequestration,,421011.3732,,Indiana,United States,World,
process733,19001,,Unit process,,population,7628,carbon sequestration,,154502.2109,,Iowa,United States,World,
process734,19003,,Unit process,,population,4027,carbon sequestration,,121110.8082,,Iowa,United States,World,
process735,19005,,Unit process,,population,14285,carbon sequestration,,418495.8936,,Iowa,United States,World,
process736,19007,,Unit process,,population,12858,carbon sequestration,,249050.6441,,Iowa,United States,World,
process737,19009,,Unit process,,population,6077,carbon sequestration,,156209.4678,,Iowa,United States,World,
process738,19011,,Unit process,,population,26044,carbon sequestration,,401327.9722,,Iowa,United States,World,
process739,19013,,Unit process,,population,130843,carbon sequestration,,137043.6926,,Iowa,United States,World,
process740,19015,,Unit process,,population,26324,carbon sequestration,,174648.7507,,Iowa,United States,World,
process741,19017,,Unit process,,population,24294,carbon sequestration,,189087.7853,,Iowa,United States,World,
process742,19019,,Unit process,,population,20988,carbon sequestration,,99266.09263,,Iowa,United States,World,
process743,19021,,Unit process,,population,20215,carbon sequestration,,117764.403,,Iowa,United States,World,
process744,19023,,Unit process,,population,14899,carbon sequestration,,125685.4394,,Iowa,United States,World,
process745,19029,,Unit process,,population,13865,carbon sequestration,,46858.75381,,Iowa,United States,World,
process746,19031,,Unit process,,population,18446,carbon sequestration,,163528.8778,,Iowa,United States,World,
process747,19033,,Unit process,,population,44083,carbon sequestration,,97633.75522,,Iowa,United States,World,
process748,19035,,Unit process,,population,12011,carbon sequestration,,144746.7813,,Iowa,United States,World,
process749,19037,,Unit process,,population,12409,carbon sequestration,,222297.5648,,Iowa,United States,World,
process750,19039,,Unit process,,population,9286,carbon sequestration,,179856.7924,,Iowa,United States,World,
process751,19041,,Unit process,,population,16649,carbon sequestration,,171865.377,,Iowa,United States,World,
process752,19043,,Unit process,,population,18056,carbon sequestration,,707512.6957,,Iowa,United States,World,
process753,19045,,Unit process,,population,49074,carbon sequestration,,388723.3307,,Iowa,United States,World,
process754,19047,,Unit process,,population,17100,carbon sequestration,,840.0067302,,Iowa,United States,World,
process755,19049,,Unit process,,population,66997,carbon sequestration,,177207.8269,,Iowa,United States,World,
process756,19051,,Unit process,,population,8718,carbon sequestration,,234779.6108,,Iowa,United States,World,
process757,19053,,Unit process,,population,8382,carbon sequestration,,388459.9772,,Iowa,United States,World,
process758,19055,,Unit process,,population,17721,carbon sequestration,,115890.2799,,Iowa,United States,World,
process759,19057,,Unit process,,population,40268,carbon sequestration,,501906.2916,,Iowa,United States,World,
process760,19059,,Unit process,,population,16778,carbon sequestration,,32860.15517,,Iowa,United States,World,
process761,19061,,Unit process,,population,93776,carbon sequestration,,151546.2953,,Iowa,United States,World,
process762,19063,,Unit process,,population,10263,carbon sequestration,,96133.09455,,Iowa,United States,World,
process763,19065,,Unit process,,population,20894,carbon sequestration,,34222.32825,,Iowa,United States,World,
process764,19067,,Unit process,,population,16204,carbon sequestration,,262626.9691,,Iowa,United States,World,
process765,19069,,Unit process,,population,10650,carbon sequestration,,100030.426,,Iowa,United States,World,
process766,19071,,Unit process,,population,7373,carbon sequestration,,310784.3279,,Iowa,United States,World,
process767,19073,,Unit process,,population,9304,carbon sequestration,,277429.2498,,Iowa,United States,World,
process768,19075,,Unit process,,population,12431,carbon sequestration,,151546.2953,,Iowa,United States,World,
process769,19077,,Unit process,,population,10915,carbon sequestration,,356485.2346,,Iowa,United States,World,
process770,19079,,Unit process,,population,15614,carbon sequestration,,105325.4925,,Iowa,United States,World,
process771,19081,,Unit process,,population,11320,carbon sequestration,,4769.876054,,Iowa,United States,World,
process772,19083,,Unit process,,population,17479,carbon sequestration,,160232.4189,,Iowa,United States,World,
process773,19085,,Unit process,,population,14838,carbon sequestration,,243969.7385,,Iowa,United States,World,
process774,19087,,Unit process,,population,20242,carbon sequestration,,353691.2544,,Iowa,United States,World,
process775,19089,,Unit process,,population,9568,carbon sequestration,,175161.8358,,Iowa,United States,World,
process776,19091,,Unit process,,population,9818,carbon sequestration,,199403.976,,Iowa,United States,World,
process777,19093,,Unit process,,population,7113,carbon sequestration,,95424.76455,,Iowa,United States,World,
process778,19095,,Unit process,,population,16320,carbon sequestration,,70846.62168,,Iowa,United States,World,
process779,19097,,Unit process,,population,19807,carbon sequestration,,649379.6894,,Iowa,United States,World,
process780,19099,,Unit process,,population,36823,carbon sequestration,,167916.5827,,Iowa,United States,World,
process781,19101,,Unit process,,population,16791,carbon sequestration,,415816.9532,,Iowa,United States,World,
process782,19103,,Unit process,,population,131627,carbon sequestration,,551157.9294,,Iowa,United States,World,
process783,19105,,Unit process,,population,20686,carbon sequestration,,213566.0354,,Iowa,United States,World,
process784,19107,,Unit process,,population,10480,carbon sequestration,,134868.7563,,Iowa,United States,World,
process785,19109,,Unit process,,population,15510,carbon sequestration,,103066.5555,,Iowa,United States,World,
process786,19111,,Unit process,,population,35741,carbon sequestration,,460518.933,,Iowa,United States,World,
process787,19113,,Unit process,,population,211954,carbon sequestration,,365076.0061,,Iowa,United States,World,
process788,19115,,Unit process,,population,11448,carbon sequestration,,164691.2655,,Iowa,United States,World,
process789,19117,,Unit process,,population,8913,carbon sequestration,,467052.8231,,Iowa,United States,World,
process790,19119,,Unit process,,population,11623,carbon sequestration,,109634.5,,Iowa,United States,World,
process791,19121,,Unit process,,population,15630,carbon sequestration,,357175.4023,,Iowa,United States,World,
process792,19123,,Unit process,,population,22432,carbon sequestration,,523950.7925,,Iowa,United States,World,
process793,19125,,Unit process,,population,33388,carbon sequestration,,129152.1699,,Iowa,United States,World,
process794,19127,,Unit process,,population,40568,carbon sequestration,,165433.6498,,Iowa,United States,World,
process795,19129,,Unit process,,population,15028,carbon sequestration,,214555.8812,,Iowa,United States,World,
process796,19131,,Unit process,,population,10761,carbon sequestration,,116211.5257,,Iowa,United States,World,
process797,19133,,Unit process,,population,9242,carbon sequestration,,177754.5053,,Iowa,United States,World,
process798,19135,,Unit process,,population,7979,carbon sequestration,,220009.1141,,Iowa,United States,World,
process799,19137,,Unit process,,population,10710,carbon sequestration,,187439.5558,,Iowa,United States,World,
process800,19139,,Unit process,,population,42729,carbon sequestration,,299732.5636,,Iowa,United States,World,
process801,19141,,Unit process,,population,14302,carbon sequestration,,8241.14711,,Iowa,United States,World,
process802,19143,,Unit process,,population,6413,carbon sequestration,,267401.0487,,Iowa,United States,World,
process803,19145,,Unit process,,population,15902,carbon sequestration,,311047.6813,,Iowa,United States,World,
process804,19147,,Unit process,,population,9402,carbon sequestration,,178680.783,,Iowa,United States,World,
process805,19149,,Unit process,,population,24911,carbon sequestration,,322848.6407,,Iowa,United States,World,
process806,19151,,Unit process,,population,7307,carbon sequestration,,52598.04304,,Iowa,United States,World,
process807,19153,,Unit process,,population,431811,carbon sequestration,,297825.5213,,Iowa,United States,World,
process808,19155,,Unit process,,population,92793,carbon sequestration,,199839.8714,,Iowa,United States,World,
process809,19157,,Unit process,,population,18888,carbon sequestration,,198904.5126,,Iowa,United States,World,
process810,19159,,Unit process,,population,5123,carbon sequestration,,203331.5751,,Iowa,United States,World,
process811,19161,,Unit process,,population,10307,carbon sequestration,,55953.52939,,Iowa,United States,World,
process812,19163,,Unit process,,population,165432,carbon sequestration,,248968.9137,,Iowa,United States,World,
process813,19165,,Unit process,,population,12158,carbon sequestration,,37518.78709,,Iowa,United States,World,
process814,19169,,Unit process,,population,89734,carbon sequestration,,233056.4619,,Iowa,United States,World,
process815,19171,,Unit process,,population,17746,carbon sequestration,,175161.8358,,Iowa,United States,World,
process816,19173,,Unit process,,population,6292,carbon sequestration,,163124.7664,,Iowa,United States,World,
process817,19175,,Unit process,,population,12525,carbon sequestration,,83846.2934,,Iowa,United States,World,
process818,19177,,Unit process,,population,7565,carbon sequestration,,578306.0388,,Iowa,United States,World,
process819,19179,,Unit process,,population,35449,carbon sequestration,,712471.0057,,Iowa,United States,World,
process820,19181,,Unit process,,population,46239,carbon sequestration,,381440.2453,,Iowa,United States,World,
process821,19183,,Unit process,,population,21765,carbon sequestration,,277769.7931,,Iowa,United States,World,
process822,19185,,Unit process,,population,6372,carbon sequestration,,174648.7507,,Iowa,United States,World,
process823,19187,,Unit process,,population,37895,carbon sequestration,,118572.6257,,Iowa,United States,World,
process824,19191,,Unit process,,population,21033,carbon sequestration,,781042.7983,,Iowa,United States,World,
process825,19193,,Unit process,,population,101948,carbon sequestration,,104010.9955,,Iowa,United States,World,
process826,19195,,Unit process,,population,7581,carbon sequestration,,54432.43612,,Iowa,United States,World,
process827,19197,,Unit process,,population,13173,carbon sequestration,,115936.8208,,Iowa,United States,World,
process828,20001,,Unit process,,population,13364,carbon sequestration,,251062.1196,,Kansas,United States,World,
process829,20003,,Unit process,,population,8066,carbon sequestration,,116075.3084,,Kansas,United States,World,
process830,20005,,Unit process,,population,16854,carbon sequestration,,118913.169,,Kansas,United States,World,
process831,20007,,Unit process,,population,4867,carbon sequestration,,201528.966,,Kansas,United States,World,
process832,20009,,Unit process,,population,27556,carbon sequestration,,82431.90369,,Kansas,United States,World,
process833,20011,,Unit process,,population,15060,carbon sequestration,,737439.6382,,Kansas,United States,World,
process834,20013,,Unit process,,population,9962,carbon sequestration,,168500.8095,,Kansas,United States,World,
process835,20015,,Unit process,,population,65647,carbon sequestration,,285665.8563,,Kansas,United States,World,
process836,20017,,Unit process,,population,2788,carbon sequestration,,81467.0311,,Kansas,United States,World,
process837,20019,,Unit process,,population,3654,carbon sequestration,,421333.7541,,Kansas,United States,World,
process838,20021,,Unit process,,population,21521,carbon sequestration,,223101.247,,Kansas,United States,World,
process839,20023,,Unit process,,population,2724,carbon sequestration,,62439.74352,,Kansas,United States,World,
process840,20025,,Unit process,,population,2198,carbon sequestration,,157371.8555,,Kansas,United States,World,
process841,20027,,Unit process,,population,8547,carbon sequestration,,165177.1072,,Kansas,United States,World,
process842,20029,,Unit process,,population,9479,carbon sequestration,,403094.2566,,Kansas,United States,World,
process843,20031,,Unit process,,population,8553,carbon sequestration,,277283.9514,,Kansas,United States,World,
process844,20033,,Unit process,,population,1893,carbon sequestration,,103941.7517,,Kansas,United States,World,
process845,20035,,Unit process,,population,36259,carbon sequestration,,41387.35863,,Kansas,United States,World,
process846,20037,,Unit process,,population,39133,carbon sequestration,,345247.3067,,Kansas,United States,World,
process847,20039,,Unit process,,population,2939,carbon sequestration,,43712.13401,,Kansas,United States,World,
process848,20041,,Unit process,,population,19766,carbon sequestration,,80443.131,,Kansas,United States,World,
process849,20043,,Unit process,,population,7931,carbon sequestration,,482731.4352,,Kansas,United States,World,
process850,20045,,Unit process,,population,111073,carbon sequestration,,326437.6475,,Kansas,United States,World,
process851,20047,,Unit process,,population,3021,carbon sequestration,,65134.57592,,Kansas,United States,World,
process852,20049,,Unit process,,population,2856,carbon sequestration,,187766.4774,,Kansas,United States,World,
process853,20051,,Unit process,,population,28525,carbon sequestration,,67602.37947,,Kansas,United States,World,
process854,20053,,Unit process,,population,6477,carbon sequestration,,196868.0638,,Kansas,United States,World,
process855,20057,,Unit process,,population,33725,carbon sequestration,,110113.5309,,Kansas,United States,World,
process856,20059,,Unit process,,population,25916,carbon sequestration,,165449.5418,,Kansas,United States,World,
process857,20061,,Unit process,,population,34110,carbon sequestration,,387827.7019,,Kansas,United States,World,
process858,20065,,Unit process,,population,2617,carbon sequestration,,89110.33854,,Kansas,United States,World,
process859,20069,,Unit process,,population,5982,carbon sequestration,,147078.3676,,Kansas,United States,World,
process860,20073,,Unit process,,population,6654,carbon sequestration,,998659.0284,,Kansas,United States,World,
process861,20075,,Unit process,,population,2656,carbon sequestration,,60643.94534,,Kansas,United States,World,
process862,20077,,Unit process,,population,5998,carbon sequestration,,93735.66994,,Kansas,United States,World,
process863,20079,,Unit process,,population,34572,carbon sequestration,,218451.6962,,Kansas,United States,World,
process864,20085,,Unit process,,population,13401,carbon sequestration,,253041.8112,,Kansas,United States,World,
process865,20087,,Unit process,,population,19036,carbon sequestration,,415431.0041,,Kansas,United States,World,
process866,20089,,Unit process,,population,3085,carbon sequestration,,141829.4607,,Kansas,United States,World,
process867,20091,,Unit process,,population,546046,carbon sequestration,,30508.13633,,Kansas,United States,World,
process868,20095,,Unit process,,population,7876,carbon sequestration,,257941.0937,,Kansas,United States,World,
process869,20097,,Unit process,,population,2503,carbon sequestration,,262254.3047,,Kansas,United States,World,
process870,20099,,Unit process,,population,21574,carbon sequestration,,299682.6173,,Kansas,United States,World,
process871,20103,,Unit process,,population,76286,carbon sequestration,,516322.6233,,Kansas,United States,World,
process872,20105,,Unit process,,population,3240,carbon sequestration,,90057.80263,,Kansas,United States,World,
process873,20107,,Unit process,,population,9613,carbon sequestration,,420189.5288,,Kansas,United States,World,
process874,20111,,Unit process,,population,34103,carbon sequestration,,431995.0287,,Kansas,United States,World,
process875,20113,,Unit process,,population,29208,carbon sequestration,,158947.4357,,Kansas,United States,World,
process876,20115,,Unit process,,population,12565,carbon sequestration,,176678.3885,,Kansas,United States,World,
process877,20117,,Unit process,,population,10083,carbon sequestration,,331943.4163,,Kansas,United States,World,
process878,20119,,Unit process,,population,4504,carbon sequestration,,262254.3047,,Kansas,United States,World,
process879,20121,,Unit process,,population,32546,carbon sequestration,,312141.9604,,Kansas,United States,World,
process880,20123,,Unit process,,population,6359,carbon sequestration,,120324.1532,,Kansas,United States,World,
process881,20125,,Unit process,,population,35167,carbon sequestration,,407616.6713,,Kansas,United States,World,
process882,20127,,Unit process,,population,5917,carbon sequestration,,107389.1847,,Kansas,United States,World,
process883,20131,,Unit process,,population,10170,carbon sequestration,,47739.62574,,Kansas,United States,World,
process884,20133,,Unit process,,population,16501,carbon sequestration,,465608.9197,,Kansas,United States,World,
process885,20135,,Unit process,,population,3102,carbon sequestration,,262254.3047,,Kansas,United States,World,
process886,20137,,Unit process,,population,5658,carbon sequestration,,131590.4597,,Kansas,United States,World,
process887,20139,,Unit process,,population,16300,carbon sequestration,,351168.219,,Kansas,United States,World,
process888,20141,,Unit process,,population,3852,carbon sequestration,,169917.4695,,Kansas,United States,World,
process889,20143,,Unit process,,population,6099,carbon sequestration,,90770.67321,,Kansas,United States,World,
process890,20145,,Unit process,,population,6945,carbon sequestration,,172757.6004,,Kansas,United States,World,
process891,20147,,Unit process,,population,5579,carbon sequestration,,165208.8912,,Kansas,United States,World,
process892,20149,,Unit process,,population,21620,carbon sequestration,,666938.1003,,Kansas,United States,World,
process893,20151,,Unit process,,population,9670,carbon sequestration,,285938.291,,Kansas,United States,World,
process894,20155,,Unit process,,population,64346,carbon sequestration,,387447.4286,,Kansas,United States,World,
process895,20157,,Unit process,,population,4965,carbon sequestration,,203538.6325,,Kansas,United States,World,
process896,20159,,Unit process,,population,10077,carbon sequestration,,121796.4353,,Kansas,United States,World,
process897,20161,,Unit process,,population,71927,carbon sequestration,,211386.5585,,Kansas,United States,World,
process898,20163,,Unit process,,population,5205,carbon sequestration,,253800.0875,,Kansas,United States,World,
process899,20165,,Unit process,,population,3262,carbon sequestration,,131514.7864,,Kansas,United States,World,
process900,20167,,Unit process,,population,6926,carbon sequestration,,204221.5281,,Kansas,United States,World,
process901,20169,,Unit process,,population,55493,carbon sequestration,,32555.93652,,Kansas,United States,World,
process902,20173,,Unit process,,population,497062,carbon sequestration,,46000.58478,,Kansas,United States,World,
process903,20175,,Unit process,,population,23013,carbon sequestration,,174925.7258,,Kansas,United States,World,
process904,20177,,Unit process,,population,177688,carbon sequestration,,177050.7158,,Kansas,United States,World,
process905,20183,,Unit process,,population,3835,carbon sequestration,,130600.6139,,Kansas,United States,World,
process906,20185,,Unit process,,population,4398,carbon sequestration,,110027.2599,,Kansas,United States,World,
process907,20189,,Unit process,,population,5633,carbon sequestration,,262254.3047,,Kansas,United States,World,
process908,20191,,Unit process,,population,24000,carbon sequestration,,140485.4499,,Kansas,United States,World,
process909,20195,,Unit process,,population,2977,carbon sequestration,,30024.56488,,Kansas,United States,World,
process910,20197,,Unit process,,population,7048,carbon sequestration,,83428.56033,,Kansas,United States,World,
process911,20201,,Unit process,,population,5806,carbon sequestration,,141756.8114,,Kansas,United States,World,
process912,20205,,Unit process,,population,9368,carbon sequestration,,437439.1805,,Kansas,United States,World,
process913,20207,,Unit process,,population,3311,carbon sequestration,,221675.5058,,Kansas,United States,World,
process914,20209,,Unit process,,population,157274,carbon sequestration,,42127.47266,,Kansas,United States,World,
process915,21001,,Unit process,,population,18651,carbon sequestration,,570005.8642,,Kentucky,United States,World,
process916,21003,,Unit process,,population,20007,carbon sequestration,,291564.0658,,Kentucky,United States,World,
process917,21005,,Unit process,,population,21442,carbon sequestration,,249100.5904,,Kentucky,United States,World,
process918,21007,,Unit process,,population,8268,carbon sequestration,,63704.29419,,Kentucky,United States,World,
process919,21009,,Unit process,,population,42229,carbon sequestration,,424148.9118,,Kentucky,United States,World,
process920,21011,,Unit process,,population,11665,carbon sequestration,,431323.0234,,Kentucky,United States,World,
process921,21013,,Unit process,,population,28613,carbon sequestration,,697723.2118,,Kentucky,United States,World,
process922,21015,,Unit process,,population,119406,carbon sequestration,,251620.6106,,Kentucky,United States,World,
process923,21017,,Unit process,,population,20004,carbon sequestration,,147954.6989,,Kentucky,United States,World,
process924,21019,,Unit process,,population,49358,carbon sequestration,,274141.8721,,Kentucky,United States,World,
process925,21021,,Unit process,,population,28445,carbon sequestration,,143491.3118,,Kentucky,United States,World,
process926,21023,,Unit process,,population,8488,carbon sequestration,,470331.1197,,Kentucky,United States,World,
process927,21025,,Unit process,,population,13922,carbon sequestration,,1083563.276,,Kentucky,United States,World,
process928,21027,,Unit process,,population,20068,carbon sequestration,,787712.9058,,Kentucky,United States,World,
process929,21029,,Unit process,,population,74431,carbon sequestration,,391338.703,,Kentucky,United States,World,
process930,21031,,Unit process,,population,12748,carbon sequestration,,823220.2173,,Kentucky,United States,World,
process931,21033,,Unit process,,population,12977,carbon sequestration,,212117.5914,,Kentucky,United States,World,
process932,21035,,Unit process,,population,37198,carbon sequestration,,139568.2534,,Kentucky,United States,World,
process933,21037,,Unit process,,population,90119,carbon sequestration,,182363.1908,,Kentucky,United States,World,
process934,21039,,Unit process,,population,5081,carbon sequestration,,37664.08555,,Kentucky,United States,World,
process935,21041,,Unit process,,population,10851,carbon sequestration,,119112.9543,,Kentucky,United States,World,
process936,21043,,Unit process,,population,27594,carbon sequestration,,1157452.084,,Kentucky,United States,World,
process937,21045,,Unit process,,population,15984,carbon sequestration,,727554.8022,,Kentucky,United States,World,
process938,21047,,Unit process,,population,73722,carbon sequestration,,961140.2413,,Kentucky,United States,World,
process939,21049,,Unit process,,population,35555,carbon sequestration,,208026.5316,,Kentucky,United States,World,
process940,21051,,Unit process,,population,21833,carbon sequestration,,1347697.717,,Kentucky,United States,World,
process941,21053,,Unit process,,population,10244,carbon sequestration,,284371.7919,,Kentucky,United States,World,
process942,21055,,Unit process,,population,9321,carbon sequestration,,424493.9957,,Kentucky,United States,World,
process943,21057,,Unit process,,population,6857,carbon sequestration,,863694.92,,Kentucky,United States,World,
process944,21059,,Unit process,,population,96711,carbon sequestration,,385640.279,,Kentucky,United States,World,
process945,21061,,Unit process,,population,12141,carbon sequestration,,433484.338,,Kentucky,United States,World,
process946,21063,,Unit process,,population,7774,carbon sequestration,,119285.4963,,Kentucky,United States,World,
process947,21065,,Unit process,,population,14647,carbon sequestration,,722610.1139,,Kentucky,United States,World,
process948,21067,,Unit process,,population,296766,carbon sequestration,,73979.61976,,Kentucky,United States,World,
process949,21069,,Unit process,,population,14415,carbon sequestration,,386648.287,,Kentucky,United States,World,
process950,21071,,Unit process,,population,39454,carbon sequestration,,1058440.264,,Kentucky,United States,World,
process951,21073,,Unit process,,population,49399,carbon sequestration,,334204.6236,,Kentucky,United States,World,
process952,21075,,Unit process,,population,6758,carbon sequestration,,176188.0062,,Kentucky,United States,World,
process953,21077,,Unit process,,population,8513,carbon sequestration,,302243.5027,,Kentucky,United States,World,
process954,21079,,Unit process,,population,16892,carbon sequestration,,180932.9091,,Kentucky,United States,World,
process955,21081,,Unit process,,population,24683,carbon sequestration,,292394.9913,,Kentucky,United States,World,
process956,21083,,Unit process,,population,37200,carbon sequestration,,492416.4858,,Kentucky,United States,World,
process957,21085,,Unit process,,population,25772,carbon sequestration,,676110.0657,,Kentucky,United States,World,
process958,21087,,Unit process,,population,11309,carbon sequestration,,259516.6739,,Kentucky,United States,World,
process959,21089,,Unit process,,population,36922,carbon sequestration,,963773.7759,,Kentucky,United States,World,
process960,21091,,Unit process,,population,8588,carbon sequestration,,141638.7564,,Kentucky,United States,World,
process961,21093,,Unit process,,population,104513,carbon sequestration,,750185.0376,,Kentucky,United States,World,
process962,21095,,Unit process,,population,29210,carbon sequestration,,1472068.659,,Kentucky,United States,World,
process963,21097,,Unit process,,population,18781,carbon sequestration,,388750.5742,,Kentucky,United States,World,
process964,21099,,Unit process,,population,18278,carbon sequestration,,215277.8329,,Kentucky,United States,World,
process965,21101,,Unit process,,population,46254,carbon sequestration,,182204.2706,,Kentucky,United States,World,
process966,21103,,Unit process,,population,15428,carbon sequestration,,168777.7847,,Kentucky,United States,World,
process967,21105,,Unit process,,population,4869,carbon sequestration,,189873.3051,,Kentucky,United States,World,
process968,21107,,Unit process,,population,46891,carbon sequestration,,510533.3877,,Kentucky,United States,World,
process969,21109,,Unit process,,population,13475,carbon sequestration,,829118.4267,,Kentucky,United States,World,
process970,21111,,Unit process,,population,741285,carbon sequestration,,532782.2146,,Kentucky,United States,World,
process971,21113,,Unit process,,population,48591,carbon sequestration,,236309.7852,,Kentucky,United States,World,
process972,21115,,Unit process,,population,23339,carbon sequestration,,466240.0599,,Kentucky,United States,World,
process973,21117,,Unit process,,population,159926,carbon sequestration,,399874.9876,,Kentucky,United States,World,
process974,21119,,Unit process,,population,16368,carbon sequestration,,642904.8267,,Kentucky,United States,World,
process975,21121,,Unit process,,population,31874,carbon sequestration,,1179678.208,,Kentucky,United States,World,
process976,21123,,Unit process,,population,14175,carbon sequestration,,237694.6612,,Kentucky,United States,World,
process977,21125,,Unit process,,population,58891,carbon sequestration,,450225.4451,,Kentucky,United States,World,
process978,21127,,Unit process,,population,15889,carbon sequestration,,1041967.051,,Kentucky,United States,World,
process979,21129,,Unit process,,population,7831,carbon sequestration,,590838.0311,,Kentucky,United States,World,
process980,21131,,Unit process,,population,11318,carbon sequestration,,988846.8416,,Kentucky,United States,World,
process981,21133,,Unit process,,population,24336,carbon sequestration,,789597.2452,,Kentucky,United States,World,
process982,21135,,Unit process,,population,13889,carbon sequestration,,925392.2792,,Kentucky,United States,World,
process983,21137,,Unit process,,population,24671,carbon sequestration,,462630.3012,,Kentucky,United States,World,
process984,21139,,Unit process,,population,9479,carbon sequestration,,797652.2287,,Kentucky,United States,World,
process985,21141,,Unit process,,population,26786,carbon sequestration,,1043320.143,,Kentucky,United States,World,
process986,21143,,Unit process,,population,8336,carbon sequestration,,486545.5199,,Kentucky,United States,World,
process987,21145,,Unit process,,population,65558,carbon sequestration,,173100.4139,,Kentucky,United States,World,
process988,21147,,Unit process,,population,18204,carbon sequestration,,1122339.803,,Kentucky,United States,World,
process989,21149,,Unit process,,population,9554,carbon sequestration,,166608.2935,,Kentucky,United States,World,
process990,21151,,Unit process,,population,83174,carbon sequestration,,216045.1904,,Kentucky,United States,World,
process991,21153,,Unit process,,population,13229,carbon sequestration,,709696.7132,,Kentucky,United States,World,
process992,21155,,Unit process,,population,19872,carbon sequestration,,309658.2648,,Kentucky,United States,World,
process993,21157,,Unit process,,population,31393,carbon sequestration,,515745.97,,Kentucky,United States,World,
process994,21159,,Unit process,,population,12934,carbon sequestration,,612569.2323,,Kentucky,United States,World,
process995,21161,,Unit process,,population,17495,carbon sequestration,,370965.1344,,Kentucky,United States,World,
process996,21163,,Unit process,,population,28979,carbon sequestration,,141638.7564,,Kentucky,United States,World,
process997,21165,,Unit process,,population,6331,carbon sequestration,,414536.5105,,Kentucky,United States,World,
process998,21167,,Unit process,,population,21283,carbon sequestration,,127917.133,,Kentucky,United States,World,
process999,21169,,Unit process,,population,10074,carbon sequestration,,272021.4227,,Kentucky,United States,World,
process1000,21171,,Unit process,,population,10925,carbon sequestration,,81448.86879,,Kentucky,United States,World,
process1001,21173,,Unit process,,population,26517,carbon sequestration,,213897.4975,,Kentucky,United States,World,
process1002,21175,,Unit process,,population,13898,carbon sequestration,,1064683.557,,Kentucky,United States,World,
process1003,21177,,Unit process,,population,31399,carbon sequestration,,854009.8694,,Kentucky,United States,World,
process1004,21179,,Unit process,,population,43500,carbon sequestration,,571803.9327,,Kentucky,United States,World,
process1005,21181,,Unit process,,population,7092,carbon sequestration,,240087.5452,,Kentucky,United States,World,
process1006,21183,,Unit process,,population,23975,carbon sequestration,,940621.3742,,Kentucky,United States,World,
process1007,21185,,Unit process,,population,60357,carbon sequestration,,121878.1657,,Kentucky,United States,World,
process1008,21187,,Unit process,,population,10870,carbon sequestration,,381431.1642,,Kentucky,United States,World,
process1009,21189,,Unit process,,population,4764,carbon sequestration,,748595.8356,,Kentucky,United States,World,
process1010,21191,,Unit process,,population,14771,carbon sequestration,,383251.9355,,Kentucky,United States,World,
process1011,21193,,Unit process,,population,28617,carbon sequestration,,1192886.747,,Kentucky,United States,World,
process1012,21195,,Unit process,,population,64887,carbon sequestration,,2077409.293,,Kentucky,United States,World,
process1013,21197,,Unit process,,population,12638,carbon sequestration,,463315.9283,,Kentucky,United States,World,
process1014,21199,,Unit process,,population,63045,carbon sequestration,,1046289.68,,Kentucky,United States,World,
process1015,21201,,Unit process,,population,2251,carbon sequestration,,279068.3981,,Kentucky,United States,World,
process1016,21203,,Unit process,,population,17090,carbon sequestration,,805321.2631,,Kentucky,United States,World,
process1017,21205,,Unit process,,population,23351,carbon sequestration,,471865.8347,,Kentucky,United States,World,
